X,Y,OBJECTID,Num,ARFVTP_ID,Agreement_Number,Project_Number,Recipient_Contractor,Project_Title,Project_Amount,Project_Type,Fuel_Type,Supply_Chain_Phase,RDD_D_Phase,Status,Project_Address,Project_City,Project_State,Project_Zip,Full_Address,Latitude,Longitude,Confidence,County,Senate_District,Senate_Sort,Assembly_District,Air_District,Electric_Service_Area,Disadvantaged_Community_OEHHA,Disadvantaged_Community_SB535,Low_Income_SB535,CES_Score,CES_Percentile,CES_Percentile_Range,Assembly_Sort,Project_Location,LowIncome_SB1000,Fiscal_Year,DAC_OEHHA__and_LIC_SB1000_,DAC_CARB__LIC_CARB_,Disadvantaged_Community_CES3,Disadvantaged_Community_CES4
-13369947.8149,4328031.809,9087,,,ARV-21-063,,The LEAP Institute,"LEAP DCFC Supported by DER in Huron, CA",415288,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,17010 Apple Ave.,Huron,CA,93234,"17010 Apple Ave., Huron CA 93234",36.1989542,-120.1042847,High,Fresno,State Senate District 14,14,State Assembly District 27,San Joaquin Valley Unified,Pacific Gas & Electric Company,YES,Yes,Yes,47.2386695847106,84.7201210287443,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13360708.7758,4367178.5465,9088,,,ARV-19-075,10,Five Points Pipeline LLC,Five Points Pipeline Cluster Project,3535000,Biomethane Production,Biomethane,Fuel Production,Deployment,Active,12103 West Elkhorn Avenue,Riverdale,CA,93656,"12103 West Elkhorn Avenue, Riverdale CA 93656",36.4822197,-120.021289,High,Fresno,State Senate District 14,14,State Assembly District 27,San Joaquin Valley Unified,Pacific Gas & Electric Company,YES,Yes,Yes,45.787554292228,83.0055471507816,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13444391.4219,4628633.4545,9089,,,ARV-10-001,11,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,2996.53889758,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,33 Broadway,Jackson,CA,95642,"33 Broadway, Jackson CA 95642",38.347504,-120.773023,High,Amador,State Senate District 4,4,State Assembly District 1,Amador,Pacific Gas & Electric Company,NO,No,Yes,26.490184267612,51.9415027735754,,,Low Income,Yes,,,,NO,NO
-13574099.7237,4478684.9865,9090,,,,I-271532,CALeVIP Recipient,CALeVIP,17917.485,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,225 Union Ave,Campbell,CA,95008,"225 Union Ave, Campbell CA 95008",37.2834138,-121.9382125,High,Santa Clara,State Senate District 13,13,State Assembly District 23,Bay Area,Pacific Gas & Electric Company,NO,No,No,15.3631856107878,26.3489662128089,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13064386.5884,4036110.1942,9091,,,ARV-17-019,1,Anaheim Energy LLC,Centralized MSW Organic Waste to Biomethane Facility at the Rialto Bioenergy Facility,3080000,Biomethane Production,Biomethane,Fuel Production,Deployment,Complete,503 East Santa Ana Ave,Rialto,CA,92376,"503 East Santa Ana Ave, Rialto CA 92376",34.0544092,-117.3593815,High,San Bernardino,State Senate District 29,29,State Assembly District 50,South Coast,Southern California Edison,YES,Yes,No,60.4944640786614,96.0161371659102,,,Disadvantaged Community,No,,,,YES,YES
-13383223.4768,4768325.7683,9092,,,ARV-14-013,7,"FirstElement Fuel, Inc.",8 Hydrogen Refueling Stations in Northern California,1451000,Hydrogen Fueling Infrastructure,Hydrogen,Local Infra,Deployment,Complete,12105 Donner Pass Rd.,Truckee,CA,96161,"12105 Donner Pass Rd., Truckee CA 96161",39.324953,-120.223542,High,Nevada,State Senate District 4,4,State Assembly District 1,Northern Sierra,Truckee Donner Public Utilities District,NO,No,No,11.543317732148,16.7170953101362,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13040672.0303,3864684.9464,9093,,,ARV-09-005,121,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,13697.0444307,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,1702 Camino Del Rio N,San Diego,CA,92108,"1702 Camino Del Rio N, San Diego CA 92108",32.769018,-117.14635,High,San Diego,State Senate District 39,39,State Assembly District 78,San Diego,San Diego Gas & Electric,NO,No,Yes,25.1855063197451,49.1805345436208,,,Low Income,Yes,,,,NO,NO
-13383223.4768,4768325.7683,9094,,,ARV-15-033,7,"FirstElement Fuel, Inc.","O&M Support for Hydrogen Station located at 12105 Donner Pass Road, Truckee",155000,Hydrogen Fueling Infrastructure,Hydrogen,Local Infra,O&M,Complete,12105 Donner Pass Rd.,Truckee,CA,96161,"12105 Donner Pass Rd., Truckee CA 96161",39.324953,-120.223542,High,Nevada,State Senate District 4,4,State Assembly District 1,Northern Sierra,Truckee Donner Public Utilities District,NO,No,No,11.543317732148,16.7170953101362,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13152370.23,4048272.2311,9095,,,ARV-10-001,76,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,5993.07779515,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,33 E Green St,Pasadena,CA,91105,"33 E Green St, Pasadena CA 91105",34.144878,-118.149752,High,Los Angeles,State Senate District 25,25,State Assembly District 41,South Coast,Pasadena Water & Power,NO,No,No,18.3615893409647,33.6359051941503,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13104149.3817,4041660.0986,9096,,,ARV-10-045,11,SCAQMD,SoCal EV Ready Project,2774.75247525,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,225 W 2nd St,Claremont,CA,91711,"225 W 2nd St, Claremont CA 91711",34.09570484,-117.71657675,High,Los Angeles,State Senate District 25,25,State Assembly District 41,South Coast,Southern California Edison,NO,No,No,22.070003152765,42.2592032274332,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13627904.4077,4550281.1609,9097,,,ARV-09-007,1168,ChargePoint,No City Left Behind,2397.89473684,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,1702 Washington St,San Francisco,CA,94109,"1702 Washington St, San Francisco CA 94109",37.7934002,-122.4215482,High,San Francisco,State Senate District 11,11,State Assembly District 17,Bay Area,Pacific Gas & Electric Company,NO,No,No,15.5026497751628,26.6893595562279,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13638651.2804,4587481.5575,9098,,,ARV-10-032,26,ABAG,Bay Area EV Corridor Project: Phase I EVSE Development,7266.32419512,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,503 S Palm Dr,Novato,CA,94949,"503 S Palm Dr, Novato CA 94949",38.057003,-122.518089,High,Marin,State Senate District 2,2,State Assembly District 12,Bay Area,Pacific Gas & Electric Company,NO,No,Yes,19.4666056990326,36.0690872415532,,,Low Income,Yes,,,,NO,NO
-13607083.8558,4508207.2143,9099,,,ARV-17-015,1,"FirstElement Fuel, Inc.",Redwood City,1980285,Hydrogen Fueling Infrastructure,Hydrogen,Local infra,Deployment,Active,503 Whipple Ave.,Redwood City,CA,94063,"503 Whipple Ave., Redwood City CA 94063",37.494126,-122.234514,High,San Mateo,State Senate District 13,13,State Assembly District 21,Bay Area,Pacific Gas & Electric Company,YES,Yes,No,40.3672335779198,75.6177508825013,,,Disadvantaged Community,No,,,,NO,YES
-13383223.4768,4768325.7683,9100,,,ARV-17-035,1,"FirstElement Fuel, Inc.","Truckee, CA",145000,Hydrogen Fueling Infrastructure,Hydrogen,Local Infra,O&M,Complete,12105 Donner Pass Rd.,Truckee,CA,96161,"12105 Donner Pass Rd., Truckee CA 96161",39.324953,-120.223542,High,Nevada,State Senate District 4,4,State Assembly District 1,Northern Sierra,Truckee Donner Public Utilities District,NO,No,No,11.543317732148,16.7170953101362,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13627904.4077,4550281.1609,9101,,,ARV-09-007,1201,ChargePoint,No City Left Behind,2397.89473684,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,1702 Washington St,San Francisco,CA,94109,"1702 Washington St, San Francisco CA 94109",37.7934002,-122.4215482,High,San Francisco,State Senate District 11,11,State Assembly District 17,Bay Area,Pacific Gas & Electric Company,NO,No,No,15.5026497751628,26.6893595562279,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13147070.977,4039598.5968,9102,,,,A-00309,CALeVIP Recipient,CALeVIP,320000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,225 W Valley Blvd,San Gabriel,CA,91776,"225 W Valley Blvd, San Gabriel CA 91776",34.080368,-118.102148,High,Los Angeles,State Senate District 25,25,State Assembly District 49,South Coast,Southern California Edison,NO,Yes,Yes,38.3157717025858,72.6298537569339,,,Low Income and Disadvantaged Community,Yes,,,Low Income and Disadvantaged,YES,NO
-13677127.5266,4664999.6877,9103,,,ARV-16-010,11,"Recargo, Inc.",Recargo California Electric Highway - Corridor 2,175000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,33 Healdsburg Ave,Healdsburg,CA,95448,"33 Healdsburg Ave, Healdsburg CA 95448",38.603256,-122.863727,High,Sonoma,State Senate District 2,2,State Assembly District 2,Northern Sonoma,Power and Water Resource Pooling Authority,NO,No,Yes,19.4812540717298,36.1699445284922,,,Low Income,Yes,,,,NO,NO
-13161963.8996,4034120.2027,9104,,,ARV-10-001,25,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,5993.07779515,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,1212 Palmetto St,Los Angeles,CA,90013,"1212 Palmetto St, Los Angeles CA 90013",34.0395972,-118.2359334,High,Los Angeles,State Senate District 26,26,State Assembly District 54,South Coast,Los Angeles Department of Water & Power,YES,Yes,No,44.1889295457634,81.089258698941,,,Disadvantaged Community,No,,,,YES,YES
-13593482.6178,4497747.4306,9105,,,ARV-10-001,239,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,2996.53889758,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,505 E Charleston Rd,Palo Alto,CA,94306,"505 E Charleston Rd, Palo Alto CA 94306",37.419538,-122.112332,High,Santa Clara,State Senate District 13,13,State Assembly District 23,Bay Area,Power and Water Resource Pooling Authority,NO,No,No,6.43339303885277,5.58497226424609,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13627904.4077,4550281.1609,9106,,,ARV-09-007,1223,ChargePoint,No City Left Behind,2397.89473684,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,1702 Washington St,San Francisco,CA,94109,"1702 Washington St, San Francisco CA 94109",37.7934002,-122.4215482,High,San Francisco,State Senate District 11,11,State Assembly District 17,Bay Area,Pacific Gas & Electric Company,NO,No,No,15.5026497751628,26.6893595562279,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13151615.7065,4012533.1123,9107,,,,A-00118,CALeVIP Recipient,CALeVIP,80000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,17055 Lakewood Blvd,Bellflower,CA,90706,"17055 Lakewood Blvd, Bellflower CA 90706",33.878753,-118.142974,High,Los Angeles,State Senate District 30,30,State Assembly District 62,South Coast,Southern California Edison,YES,Yes,Yes,46.1701982976641,83.4467977811397,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13334199.9315,4416770.6689,9108,,,ARV-14-002,9,US Green Vehicle Council,Fast Charging on Interstate I-5 and 99 Corridors,49995.321,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,330 E Fir Ave,Fresno,CA,93720,"330 E Fir Ave, Fresno CA 93720",36.839586,-119.783156,High,Fresno,State Senate District 12,12,State Assembly District 8,San Joaquin Valley Unified,Pacific Gas & Electric Company,YES,Yes,Yes,61.4958255618179,96.381744831064,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13815052.8254,4938036.2012,9109,,,,D-00075,CALeVIP Recipient,CALeVIP,11380.62,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,225 Wildwood Ave,Rio Dell,CA,95562,"225 Wildwood Ave, Rio Dell CA 95562",40.49430984,-124.10273104,High,Humboldt,State Senate District 2,2,State Assembly District 2,North Coast Unified,Pacific Gas & Electric Company,NO,No,Yes,21.729257059688,41.6036308623298,,,Low Income,Yes,,,,NO,NO
-13088613.5501,4012431.0745,9110,,,ARV-13-046,18,County of Riverside,Riverside County EDA Electric Vehicle Infrastructure Expansion,8881.365,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,505 S Buena Vista Ave,Corona,CA,92882,"505 S Buena Vista Ave, Corona CA 92882",33.877992,-117.577016,High,Riverside,State Senate District 31,31,State Assembly District 58,South Coast,Southern California Edison,YES,Yes,Yes,55.4028177379251,92.8643469490671,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13607946.2479,4507496.1772,9111,,,,I-271611,CALeVIP Recipient,CALeVIP,110000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,1212 Whipple Ave,Redwood City,CA,94062,"1212 Whipple Ave, Redwood City CA 94062",37.489058,-122.242261,High,San Mateo,State Senate District 13,13,State Assembly District 21,Bay Area,Pacific Gas & Electric Company,NO,No,No,8.35090889884445,9.24104891578417,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13054562.5877,4020568.5337,9112,,,,A-00497,CALeVIP Recipient,CALeVIP,240000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,22500 Town Cir,Moreno Valley,CA,92553,"22500 Town Cir, Moreno Valley CA 92553",33.93866,-117.271131,High,Riverside,State Senate District 31,31,State Assembly District 60,South Coast,Southern California Edison,YES,Yes,Yes,41.5112827743289,77.3449319213313,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13049660.6339,3997815.4042,9113,,,ARV-10-052,1,CR&R Incorporated,CR&R MSW to Biomethane Project,4520501,Biomethane Production,Biomethane,Fuel Production,Deployment,Complete,1706 Goetz Road,Perris,CA,92570,"1706 Goetz Road, Perris CA 92570",33.768918,-117.227096,High,Riverside,State Senate District 31,31,State Assembly District 60,South Coast,Southern California Edison,YES,Yes,Yes,44.8666112705361,81.8456883509834,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13450351.7235,4682711.9993,9114,,,ARV-13-047,1,El Dorado County,Placerville & South Lake Tahoe-Electric Vehicle Charging Stations,37781.25,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,330 Fair Ln,Placerville,CA,95667,"330 Fair Ln, Placerville CA 95667",38.7274922,-120.8265653,High,El Dorado,State Senate District 4,4,State Assembly District 5,El Dorado,Pacific Gas & Electric Company,NO,No,No,21.9670401721825,42.08270297529,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13627866.2029,4548486.7379,9115,,,600-13-005,2,DGS,"Electric Vehicle Supply Equipment Installation in DGS Owned Buildings, Parking Garages and Surface Lots",80046.6647058824,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,505 Van Ness Ave,San Francisco,CA,94102,"505 Van Ness Ave, San Francisco CA 94102",37.780661,-122.421205,High,San Francisco,State Senate District 11,11,State Assembly District 17,Bay Area,Pacific Gas & Electric Company,NO,No,Yes,19.1716550266068,35.5774079677257,,,Low Income,Yes,,,,NO,NO
-13066585.8675,4041707.9481,9116,,,ARV-15-010,1,Rialto Unified School District,CNG Fueling Station and Transportation Yard,500000,Natural Gas Fueling Infrastructure,Natural Gas,Local Infra,Deployment,Complete,330 S Lilac Ave,Rialto,CA,92376,"330 S Lilac Ave, Rialto CA 92376",34.09606079,-117.37913796,High,San Bernardino,State Senate District 29,29,State Assembly District 45,South Coast,Southern California Edison,YES,Yes,Yes,54.5914643088989,92.1961674230963,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13810127.7127,5055397.8352,9117,,,ARV-16-010,3,"Recargo, Inc.",Recargo California Electric Highway - Corridor 2,175000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,121200 US-101,Orick,CA,95555,"121200 US-101, Orick CA 95555",41.29126,-124.058488,High,Humboldt,State Senate District 2,2,State Assembly District 2,North Coast Unified,Pacific Gas & Electric Company,NO,No,Yes,10.9923003667534,15.4437720625315,,,Low Income,Yes,,,,NO,NO
-13228828.909,4050513.0431,9118,,,ARV-10-001,83,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,2996.53889758,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,2251 Townsgate Rd,Westlake Village,CA,91361,"2251 Townsgate Rd, Westlake Village CA 91361",34.161536,-118.836592,High,Ventura,State Senate District 27,27,State Assembly District 42,Ventura,Southern California Edison,NO,No,No,14.0122300811167,23.0963187090267,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13049660.6339,3997815.4042,9119,,,ARV-12-005,1,CR&R Incorporated,CR&R Perris CNG Refueling Station,300000,Natural Gas Fueling Infrastructure,Natural Gas,Local Infra,Deployment,Complete,1706 Goetz Road,Perris,CA,92570,"1706 Goetz Road, Perris CA 92570",33.768918,-117.227096,High,Riverside,State Senate District 31,31,State Assembly District 60,South Coast,Southern California Edison,YES,Yes,Yes,44.8666112705361,81.8456883509834,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13582342.0971,4446015.3916,9120,,,ARV-18-027,1,"Zero Motorcycles, Inc.",Electric Motorcycle and Electric Vehicle Powertrains,1898368.99,Manufacturing,Electric,Vehicles,Manufacturing,Complete,225-380 El Pueblo Road,Scotts Valley,CA,95066,"225-380 El Pueblo Road, Scotts Valley CA 95066",37.049548,-122.012255,High,Santa Cruz,State Senate District 17,17,State Assembly District 28,Monterey Bay Unified,Pacific Gas & Electric Company,NO,No,No,8.57750637517766,9.77054967221382,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13150491.4909,4008721.8593,9121,,,ARV-10-001,61,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,5993.07779515,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,5050 Clark Ave,Lakewood,CA,90712,"5050 Clark Ave, Lakewood CA 90712",33.850324,-118.132875,High,Los Angeles,State Senate District 33,33,State Assembly District 62,South Coast,Southern California Edison,NO,No,No,23.053625570281,44.6419566313666,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
